year,GPP_NT_VUT_REF_sum,NEE_VUT_REF_QC_mean,P_F_sum,P_F_QC_mean,P_ERA_sum,P_F_jfmam_sum,P_F_QC_jfmam_mean,P_ERA_jfmam_sum,TA_F_mean,TA_F_QC_mean,TA_ERA_mean,PPFD_IN_mean,PPFD_IN_QC_mean,SW_IN_F_mean,SW_IN_F_QC_mean,SW_IN_ERA_mean,VPD_F_mean,VPD_F_QC_mean,VPD_ERA_mean,NETRAD_mean,NETRAD_QC_mean,G_F_MDS_mean,G_F_MDS_QC_mean,LE_F_MDS_mean,LE_F_MDS_QC_mean,LE_CORR_mean,H_F_MDS_mean,H_F_MDS_QC_mean,H_CORR_mean,SWC_F_MDS_1_mean,SWC_F_MDS_1_QC_mean,SITE_ID,keep_year,season,PDSI_mean
2013,461.99681,0.977106571,266.994,1,305.012,NA,NA,NA,10.15885714,1,10.00947253,237.876976,1,123.6958571,1,119.9925824,2.578494505,1,2.964538462,39.70599565,1,-2.634356813,3,34.05242857,0.999542154,35.72321758,6.027421429,0.999542286,6.575964396,10.3142967,1,CA-TP3,TRUE,Fall,3.076666667
2014,464.63703,0.988323989,398.846,1,252.198,NA,NA,NA,9.881164835,0.972985495,9.739494505,236.2982446,0.963827839,121.7652418,0.973900989,118.4247582,2.589516484,0.972985495,2.903978022,44.32501285,0.963827839,-2.398205714,3,28.93346154,0.994047736,35.97720769,2.118057253,0.995421407,2.656110769,9.497186813,0.972985495,CA-TP3,TRUE,Fall,3.67
2002,NA,0,227.837,0,227.837,NA,NA,NA,10.67805495,1,10.708,249.2773793,1,121.4206813,1,117.5569011,2.780593407,1,3.440582418,57.05173237,1,-1.008584835,1,15.03027033,0.998855582,20.17474615,28.2974956,0.998855582,31.96033297,10.89705495,1,CA-TP4,FALSE,Fall,0.85
2003,325.98722,0.948717923,325.07,0,325.07,NA,NA,NA,10.79847253,1,10.60368132,222.5705927,1,118.7472418,0.999771077,113.7574066,2.11878022,1,2.995010989,56.22038462,1,-0.049400363,1,24.04631099,0.960393868,38.85218132,7.147324176,0.961080703,11.06467802,10.55026374,1,CA-TP4,TRUE,Fall,1.67
2004,284.34715,0.964743484,205.036,0,205.036,NA,NA,NA,11.66372527,1,11.30392308,267.7886307,1,128.707022,1,120.7912637,3.160989011,1,3.317318681,59.04331845,1,-1.800836802,1,30.62595714,0.999084374,45.11408791,11.78604275,0.999313297,15.74979934,9.701736264,1,CA-TP4,TRUE,Fall,3.346666667
2005,345.74957,0.988324264,238.316,0,238.316,NA,NA,NA,11.93867033,1,11.87465934,271.539073,1,128.2334725,1,123.9838791,2.359637363,1,3.72578022,62.62781548,1,-1.644291758,1,34.61809121,0.99793956,48.98795934,13.26032747,0.998397473,15.30202747,14.07106593,1,CA-TP4,TRUE,Fall,-0.89
2006,313.58985,0.981227231,356.892,0,356.892,NA,NA,NA,10.15746154,1,10.09887912,195.002223,1,95.24242857,0.998855385,107.3454835,2.041362637,1,2.642538462,42.315063,0.983058608,-2.098731538,1,34.02152198,0.993589615,44.95771868,-0.670165055,0.993818604,-1.12521978,16.2863956,1,CA-TP4,TRUE,Fall,-1.293333333
2007,374.60566,0.978708626,166.537,0,166.537,NA,NA,NA,12.09735165,1,12.01737363,264.6770598,1,131.3867912,1,120.1581868,3.882912088,1,3.973956044,65.13112454,1,-1.444504824,1,32.35233077,0.999771209,44.20016593,15.73966396,1,20.03505495,11.17486813,1,CA-TP4,TRUE,Fall,-3.113333333
2008,389.62338,0.976877242,225.152,1,304.723,NA,NA,NA,10.24769231,1,10.0022967,264.413655,1,134.1175604,1,120.0580989,2.968406593,1,2.977208791,67.037481,1,-1.816957582,1,34.3694033,0.996566352,51.88244505,9.291554066,0.996337231,13.59669231,12.39908791,1,CA-TP4,TRUE,Fall,1.753333333
2009,377.94406,0.991071132,187.997,1,228.915,NA,NA,NA,10.7128022,0.999542088,10.61015385,243.7355943,0.998397436,121.4602527,1,113.8288352,2.499362637,1,2.759208791,60.84773569,0.998397436,-1.229799011,1,29.12143407,0.999084505,53.2431011,4.870864286,0.99862633,6.762387143,11.47242857,1,CA-TP4,TRUE,Fall,1.086666667
2010,386.40687,0.98557711,266.109,1,265.203,NA,NA,NA,10.72069231,1,10.55124176,240.8594763,0.999771062,123.2032418,1,113.2021319,3.007362637,1,3.428417582,59.24343165,0.999771062,-1.894743846,1,35.65116154,0.993819,53.39901099,5.785698132,0.993819,7.624906264,9.469846154,1,CA-TP4,TRUE,Fall,-2.196666667
2011,392.39378,0.975046044,382.487,1,350.085,NA,NA,NA,11.92503297,1,11.4622967,NA,0,117.3041648,1,107.3721429,3.102703297,1,2.913791209,57.54457143,1,-1.301922198,1,33.89405275,1,58.82228901,1.088162418,0.999542088,-1.13006044,11.82867033,1,CA-TP4,TRUE,Fall,3.666666667
2012,355.17645,0.953067725,332.625,1,281.306,NA,NA,NA,10.72459341,0.998397538,10.06837363,249.830344,0.996794872,125.3358901,0.998626462,113.2175275,3.676263736,1,3.129769231,63.31643718,0.996794872,-1.760911978,1,34.20823956,0.997481846,55.6955022,6.814038462,0.997710901,8.961645275,11.14052747,1,CA-TP4,TRUE,Fall,-4.133333333
2013,415.75771,0.930631945,266.994,1,292.697,NA,NA,NA,10.5503956,1,10.27716484,254.236321,0.996108059,126.594011,0.996337033,116.1732857,3.466593407,1,3.00856044,63.03916427,0.996108059,-2.17081,1,30.0165967,0.985576923,54.95395385,5.475896154,0.986263626,5.464045604,10.53650549,1,CA-TP4,TRUE,Fall,3.126666667
2014,425.489,0.983745187,398.846,1,241.979,NA,NA,NA,10.48542857,0.999771209,10.00750549,251.3080808,0.991529304,123.7871978,0.99793956,114.6550989,3.556802198,1,2.94832967,65.03030233,0.991529304,-1.84555978,1,35.13426484,0.999084242,60.42008022,3.158886593,0.999084242,2.472424945,10.75076923,1,CA-TP4,TRUE,Fall,3.69
2015,390.59446,0.899725176,238.629,1,209.396,NA,NA,NA,13.08546154,0.942994473,12.15752747,288.6369329,0.932692308,138.4971099,0.943681582,119.5800879,4.502120879,1,3.534296703,71.41460911,0.932692308,-1.211740989,0.943223264,22.76166044,0.942078648,39.44317692,18.07908022,0.942307769,29.41060549,8.29443956,0.942994473,CA-TP4,TRUE,Fall,1.18
2016,435.47128,0.922848055,230.99,1,208.679,NA,NA,NA,12.47067033,0.999084308,12.71508791,283.1049178,0.998626374,141.9292198,0.999084308,120.6398352,3.443098901,1,3.628120879,67.04697027,0.998626374,-1.377899011,1,28.97576044,0.998397604,47.15690659,13.76690099,0.999084308,18.43901978,9.194076923,1,CA-TP4,TRUE,Fall,-4.066666667
2017,383.07403,0.895375418,306.951,1,299.564,NA,NA,NA,12.43647253,0.998855385,11.6196044,269.1601643,0.99793956,136.7186374,0.998855385,118.3171209,4.485494505,1,3.356318681,66.61253464,0.99793956,-1.331397099,0.999542154,26.89398022,0.998168879,39.91785934,17.14977802,0.998168747,23.07337363,8.756483516,0.999084308,CA-TP4,TRUE,Fall,4.566666667
2003,97.306604,0.959936176,86.176,0,86.176,NA,NA,NA,1.119736264,1,1.479527473,162.4738632,0.999771062,83.28872527,0.999542088,85.6309011,2.571087912,1,2.951703297,28.88704514,0.999771062,NA,1,14.54400451,NA,NA,11.70203297,NA,NA,NA,NA,CA-WP1,FALSE,Fall,-1.506666667
2004,84.864142,0.91369078,111.176,0,111.176,NA,NA,NA,1.901296703,0.983058571,1.754879121,152.8895317,0.976190476,77.61598901,0.983516484,76.68614286,2.12456044,0.983058571,2.435483516,21.15251635,0.976190476,NA,1,10.27129604,NA,NA,9.901517143,NA,NA,NA,NA,CA-WP1,TRUE,Fall,-1.01
2005,93.409207,0.957417648,49.194,0,49.194,NA,NA,NA,2.841494505,1,2.755604396,168.9165591,1,84.02804396,1,86.12608791,2.575153846,1,2.883659341,28.65937775,0.999313187,NA,1,13.0519989,NA,NA,12.50309451,NA,NA,58.14551648,0.635530989,CA-WP1,TRUE,Fall,1.596666667
2006,107.778933,0.956959857,115.881,0,115.881,NA,NA,NA,-0.748263736,1,-0.488692308,163.4049931,1,81.53091209,0.998855385,77.56550549,2.231230769,1,2.965659341,33.03230311,1,NA,1,14.16288077,NA,NA,13.23617582,NA,NA,NA,NA,CA-WP1,TRUE,Fall,-3.736666667
2007,119.084431,0.972527429,70.317,0,70.317,NA,NA,NA,2.172120879,1,1.783813187,167.7812065,1,88.27764835,0.990613626,83.48562637,2.427010989,1,2.762274725,36.74302656,1,NA,1,15.36030989,NA,NA,11.68176286,NA,NA,NA,NA,CA-WP1,TRUE,Fall,-2.733333333
2008,121.502724,0.976877451,80.328,0,80.328,NA,NA,NA,3.88621978,1,3.599978022,175.1489148,1,89.79591209,1,86.90637363,2.583428571,1,3.141945055,32.29390339,1,NA,1,9.696387473,NA,NA,11.89113187,NA,NA,NA,NA,CA-WP1,TRUE,Fall,0.113333333
2009,285.05108,0.212225421,75.913,0,75.913,NA,NA,NA,3.298197802,0.331501795,3.719142857,NA,0.326465201,85.23372527,0.332188644,83.86064835,2.836835165,0.331501795,3.857747253,NA,NA,NA,1,23.46637473,NA,NA,27.61155934,NA,NA,NA,NA,CA-WP1,FALSE,Fall,0.23
2006,533.75542,0.219322418,255.181,0,255.181,NA,NA,NA,6.386164835,0.235805934,6.308032967,NA,0.230540293,119.0330659,0.236263846,119.5747143,3.550054945,0.235805934,3.536868132,NA,NA,4.922702198,0.235805934,97.73402198,0.220009121,NA,-11.67954176,0.220467033,NA,NA,NA,CH-Aws,FALSE,Fall,-2.516666667
2007,239.90116,0.227792967,330.191,0,330.191,NA,NA,NA,2.868725275,0.733516593,2.855615385,NA,0.67032967,127.5126813,0.733745385,124.3844396,3.189978022,0.733516593,2.910758242,NA,NA,NA,NA,62.33076264,0.228250879,NA,17.04088484,0.227106264,NA,NA,NA,CH-Aws,FALSE,Fall,-2.446666667
2008,412.56841,0.213827615,422.106,0,422.106,NA,NA,NA,3.880604396,0.087683077,3.808076923,NA,0,109.0583846,0.227106154,114.0838022,2.752824176,0.082417582,2.740956044,NA,NA,-4.570138901,0.22367244,41.37090879,0.217033077,34.97332418,-7.458053846,0.216804286,-6.171063736,25.70232967,0.087683077,CH-Aws,FALSE,Fall,0.166666667
2009,260.35919,0.698489033,356.464,0,356.464,NA,NA,NA,5.185021978,0.714972637,4.806615385,NA,0.644917582,115.4301758,0.709935857,122.2137363,3.170571429,0.710622429,3.083549451,NA,NA,-24.29778242,0.709020033,48.11253516,0.701007198,39.74778242,0.754857912,0.702380857,0.890502418,30.53456044,0.707875418,CH-Aws,FALSE,Fall,-1.433333333
2010,217.856284,0.670329835,288.652,0.68521056,420.824,NA,NA,NA,2.255461538,0.68086067,2.888934066,NA,0.623397436,112.6260769,0.677426923,118.9851978,2.332087912,0.68086067,2.545879121,NA,NA,-2.087216923,0.68086067,48.95328242,0.670329835,40.40788791,-1.919691901,0.675824264,-2.275334802,31.98851648,0.68086067,CH-Aws,FALSE,Fall,-0.446666667
2011,384.28622,0.692536648,197.576,0.701236264,269.827,NA,NA,NA,5.13456044,0.709019912,4.472450549,NA,0.63003663,127.8914396,0.705814846,130.3532967,3.630285714,0.709019912,3.185978022,NA,NA,-1.730417143,0.715659341,47.40392198,0.702151945,41.65762308,3.965405385,0.703525418,3.491000659,31.16035165,0.715659341,CH-Aws,FALSE,Fall,-2.893333333
2012,-302.20736,NA,440.393,0,440.393,NA,NA,NA,3.80910989,0,3.80910989,NA,0,117.1896264,0,117.1896264,2.548340659,0,2.548340659,NA,NA,NA,NA,91.44631978,0,83.52639231,-20.99358242,0,-19.17548242,30.67495604,0,CH-Aws,FALSE,Fall,-1.693333333
2013,262.68737,0.656822418,429.143,0,429.143,NA,NA,NA,4.222120879,0.663003571,3.97521978,NA,0.629120879,110.7202088,0.662545857,114.1018901,2.683197802,0.663003571,2.51832967,NA,NA,-2.911804286,0.663003571,49.46139011,0.659798648,NA,-9.0217,0.659569692,NA,30.96585714,0.663003571,CH-Aws,FALSE,Fall,-0.32
2014,451.0613,0.815018011,368.81,0,368.81,NA,NA,NA,5.457989011,0.827152077,5.39710989,178.2904146,0.788690476,96.92334066,0.829670297,117.875022,2.642010989,0.827152077,2.657307692,NA,NA,-3.862254066,0.827152077,49.17878242,0.825320418,NA,-6.139011868,0.824633582,NA,29.2713956,0.827152077,CH-Aws,FALSE,Fall,0.953333333
2015,410.38055,0.971154,307.766,0,307.766,NA,NA,NA,3.712945055,0.995421209,4.201527473,195.326537,0.981684982,120.2443736,0.994047473,116.963033,2.896252747,0.995421209,2.845923077,NA,NA,-5.695780549,0.995421209,41.3947,0.978708868,NA,4.321206396,0.993818813,NA,23.35614286,0.014423077,CH-Aws,TRUE,Fall,-1.453333333
2016,279.19151,0.760531319,262.882,0.546703242,283.414,NA,NA,NA,4.320175824,0.998626264,4.567945055,208.3846306,0.993818681,109.6564176,0.997252857,115.1344176,2.787241758,0.998397473,2.900054945,NA,NA,-5.10415022,0.998626264,39.0451033,0.765796824,NA,-0.250518462,0.773351549,NA,22.91563736,0.900640956,CH-Aws,TRUE,Fall,2.7
2017,271.86332,0.996794879,375.195,0.524267527,414.946,NA,NA,NA,3.214978022,1,3.073065934,207.5527685,0.998168498,107.4906813,0.996107912,118.3020659,3.21078022,0.999084176,2.819021978,NA,NA,-4.007351319,1,27.09786154,0.998855451,NA,0.105036044,0.999313165,NA,36.84828571,1,CH-Aws,TRUE,Fall,-1.5
2018,253.54525,0.992903055,368.346,0.270604341,364.312,NA,NA,NA,6.022175824,1,5.704956044,221.7196029,1,115.6074066,1,119.2551209,3.788516484,1,3.237934066,NA,NA,-3.712158901,1,37.17712198,0.998855385,NA,0.378961868,0.998855451,NA,31.94142857,1,CH-Aws,TRUE,Fall,-3.433333333
2019,254.58025,0.995192352,503.17,0,503.17,NA,NA,NA,5.192164835,1,4.839967033,214.0465297,0.998855311,109.0101648,0.999313297,109.7495604,3.441483516,0.999771209,2.673549451,NA,NA,-4.01780989,1,26.26251429,0.999084374,NA,-2.273120846,0.998397736,NA,34.18684615,1,CH-Aws,TRUE,Fall,-2.066666667
2020,272.04367,0.983058956,NA,NA,NA,NA,NA,NA,5.14121978,1,NA,218.8142122,0.998168498,113.4757143,0.998626462,NA,3.533714286,1,NA,NA,NA,-3.776606923,1,33.2258011,0.99633689,NA,0.783758462,0.99908444,NA,31.52773626,1,CH-Aws,TRUE,Fall,-1.863333333
2005,569.45009,0.885531253,227.724,0.90728022,148.864,NA,NA,NA,9.982252747,0.528388418,10.26445055,185.2350152,0.905906593,94.04985714,0.911172308,109.2390549,1.926912088,0.527472385,2.103384615,NA,NA,NA,NA,34.61253626,0.928113451,32.60502527,8.225276703,0.937957857,7.726721758,55.98715385,0.560897538,CH-Cha,FALSE,Fall,-1.99
2006,707.19377,0.964056725,212.093,0.999542088,249.605,NA,NA,NA,11.64245055,1,12.54551648,192.0192208,0.991758242,99.62574725,1,108.6608791,1.07767033,1,2.706945055,39.1479479,0.993589744,-3.129954725,1,38.79989231,0.990842473,36.67504396,6.42183978,0.998168484,6.13100978,47.96876923,1,CH-Cha,TRUE,Fall,-0.636666667
2007,528.55711,0.92330567,142.103,0.99908444,221.673,NA,NA,NA,8.547868132,1,8.26,188.5973479,0.998168498,97.62765934,1,106.0916703,1.725494505,0.025869956,1.697142857,36.11222863,0.99793956,-6.251060769,1,45.35690989,0.929258077,41.91713407,3.873547692,0.936126242,3.257632747,52.32105495,1,CH-Cha,TRUE,Fall,1.32
2008,563.49223,0.974587945,240.08,0.999542088,318.74,NA,NA,NA,8.922450549,1,8.842362637,174.7780559,0.997252747,90.91834066,0.999542154,99.48957143,1.812307692,1,1.512120879,35.73370098,0.99702381,-6.443792967,1,44.27443077,0.981227242,38.7896956,4.638212308,0.997481582,4.085639121,50.04989011,1,CH-Cha,TRUE,Fall,-1.706666667
2009,564.30572,0.972756066,219.02,1,240.11,NA,NA,NA,10.22040659,1,10.52625275,190.6943166,0.999313187,95.98624176,1,102.9125495,1.949912088,1,2.110791209,39.92208434,0.998397436,-5.803601429,1,41.17222967,0.984889989,40.80475055,6.253191429,0.999084505,5.808671648,47.12876923,1,CH-Cha,FALSE,Fall,-1.723333333
2010,618.44631,0.979395593,225.48,0.994276593,271.342,NA,NA,NA,8.916340659,0.988552901,9.025241758,191.1077004,0.985576923,96.07881319,0.998626264,101.3684286,1.626472527,0.988552901,1.851835165,39.24921685,0.992216117,-7.589597802,0.998397473,38.77906923,0.993360835,40.91865824,5.527948242,0.999542088,5.584535934,53.51146154,0.988323978,CH-Cha,TRUE,Fall,-1.486666667
2011,556.81573,0.999313297,216.671,0.999313495,183.436,NA,NA,NA,9.701065934,1,10.58076923,199.0406044,0.99793956,96.01125275,1,114.0084176,1.828351648,0,1.828351648,44.85520038,0.998397436,-4.221336703,1,32.97796703,0.999313297,38.04563846,9.472899011,0.999313297,11.03075604,50.73310989,1,CH-Cha,TRUE,Fall,-3.336666667
2012,422.07455,0.999313297,221.812,0.999313363,324.881,NA,NA,NA,9.586417582,1,10.0127033,182.459242,0.99793956,91.10397802,0.999542154,100.9161099,1.564758242,0,1.564758242,38.43097002,0.999313187,-2.837767143,1,39.34523516,0.999084374,35.04305055,6.990805824,1,6.204002088,56.79826374,1,CH-Cha,TRUE,Fall,-1.293333333
2013,513.90453,0.973900835,347.56,0.999771077,344.16,NA,NA,NA,10.06115385,1,10.15182418,187.4733321,0.998855311,94.20663736,1,96.28101099,1.445483516,1,1.843450549,NA,NA,NA,NA,40.55165934,0.990842747,37.49373297,4.155011319,0.999542088,3.919636484,55.15786813,1,CH-Cha,TRUE,Fall,1.456666667
2014,491.84239,0.989926593,235.215,0.999542088,310.211,NA,NA,NA,11.26597802,0.999313363,11.74614286,195.8230079,0.998168498,100.7499011,1,106.1581758,1.714318681,0.343406732,1.71667033,NA,NA,NA,NA,36.15628132,0.988324066,36.31895385,10.55960297,0.999313297,10.64069615,55.49121978,0.999771077,CH-Cha,TRUE,Fall,0.43
2015,571.22934,0.967032868,177.26,0.997024066,203.27,NA,NA,NA,9.644956044,1,9.760362637,191.7522158,0.99702381,95.97314286,1,102.9156264,1.880373626,1,1.991659341,NA,NA,NA,NA,33.54592308,0.982600901,36.34131099,5.590664505,0.999771209,5.981856044,36.9609011,1,CH-Cha,TRUE,Fall,-1.853333333
2016,539.58877,0.940246956,161.558,0.773580527,193.125,NA,NA,NA,9.644032967,0.841117275,9.968956044,189.4425534,0.880265568,98.2866044,0.915064242,105.1535275,1.550450549,0.841117275,1.795483516,51.55920988,0.881639194,-5.082274176,0.913461451,42.24643846,0.960622791,46.1391956,7.752407692,0.992215945,8.384832308,51.42693407,0.913461451,CH-Cha,TRUE,Fall,2.833333333
2017,648.72693,0.969780077,237.242,0.988553187,309.976,NA,NA,NA,9.572164835,0.996565824,9.401791209,174.9562364,0.979624542,97.23417582,0.990384703,102.0761538,2.243054945,0.996565824,1.810989011,50.35461572,0.925824176,-6.279127802,0.996565824,40.66186484,0.991529176,48.71835714,5.880528352,0.999771209,6.915662088,53.08746154,0.996565824,CH-Cha,TRUE,Fall,-2.933333333
2018,567.36926,0.944597055,227.287,0.997939692,164.77,NA,NA,NA,10.50905495,0.998397538,11.05702198,207.8264738,0.99702381,108.9534835,0.998397538,113.1230769,1.984131868,0.998397538,2.653868132,44.59422731,0.996108059,-4.123131758,0.998397538,39.39714505,0.994276593,39.20775714,9.59108044,0.998855319,9.619654835,39.5150989,0.998397538,CH-Cha,TRUE,Fall,-3.633333333
2019,609.79316,0.977564462,338.417,1,288.88,NA,NA,NA,10.70204396,1,10.67292308,198.370652,1,100.8240549,1,100.4803956,1.543912088,1,1.880252747,46.75903993,1,-4.690819121,1,35.84804725,0.995879385,44.62192967,5.558848901,0.999313495,6.64193011,45.69231868,1,CH-Cha,TRUE,Fall,-4.433333333
2020,672.34967,0.973901187,NA,NA,NA,NA,NA,NA,10.29652747,1,NA,195.2136725,1,102.0447143,1,NA,1.534604396,1,NA,NA,NA,NA,NA,35.35263077,0.993818681,44.16644945,7.904512967,0.999771077,9.883245934,39.54762637,0.991758088,CH-Cha,TRUE,Fall,-4.363333333
1997,277.73767,0.939102637,174.215,1,139.335,NA,NA,NA,5.609340659,0.996565813,5.239758242,NA,0,130.6087582,0.996336824,124.7413407,3.514934066,0.996565813,3.434505495,53.66821276,0.970467033,NA,NA,50.46832088,0.997024,65.5786,4.50677989,0.999313165,6.019042088,NA,NA,CH-Dav,TRUE,Fall,0.303333333
1998,270.80021,0.977564066,307.42,1,221.029,NA,NA,NA,2.452450549,1,2.758725275,NA,0,100.6152418,1,107.6654725,2.113142857,1,2.259186813,46.02765797,1,-1.245863297,0.818681319,38.1143022,0.998626527,49.98322857,-1.899414725,0.998855319,-2.14448022,NA,NA,CH-Dav,TRUE,Fall,-2.31
1999,342.36222,0.964056538,309.499,1,239.097,NA,NA,NA,4.694252747,1,4.400065934,NA,0,116.352044,1,113.9311319,2.916912088,1,2.75289011,48.08214275,0.996336996,-0.968545934,0.999771077,50.77671099,0.993589692,49.36835495,-2.084548791,0.994276659,-0.576243626,NA,NA,CH-Dav,TRUE,Fall,3.38
2000,374.8417,0.958333022,314.415,1,356.384,NA,NA,NA,5.044989011,1,4.643461538,199.8392401,0.981684982,106.4202418,0.986034703,106.130022,2.829494505,1,2.459417582,45.25413462,1,-1.075108484,1,60.22756923,0.992903253,53.45967582,-10.06687802,0.994963626,-6.686136264,NA,NA,CH-Dav,TRUE,Fall,2.083333333
2001,313.41719,0.96108056,259,1,193.388,NA,NA,NA,4.178417582,1,4.324,203.6143016,0.994276557,107.5626374,0.997710769,112.2736813,2.774186813,1,2.717230769,44.21144689,1,-1.44826067,1,75.92024176,0.999084176,46.36306593,-1.450374835,0.998626462,-0.814445165,NA,NA,CH-Dav,TRUE,Fall,3.15
2002,311.62492,0.96863567,360.312,1,321.98,NA,NA,NA,4.17921978,1,4.832296703,192.6255726,0.994047619,101.756956,0.998397407,107.1215385,2.180857143,1,2.559516484,45.74064282,0.998855311,-1.106934319,1,32.9853956,0.997481846,48.08286484,-5.146960308,0.997481846,-3.997358571,NA,NA,CH-Dav,TRUE,Fall,0.473333333
2003,282.22059,0.954212505,215.972,1,214.086,NA,NA,NA,4.518868132,1,3.955703297,223.3161384,0.993131868,117.3838791,0.992903044,118.93,3.259824176,1,2.848681319,47.3655609,1,-1.298041758,1,30.26994066,0.996108242,52.29360879,-0.809782637,0.997710769,-4.603443956,NA,NA,CH-Dav,TRUE,Fall,-3.77
2004,352.13268,0.979166604,121.1,1,144.197,NA,NA,NA,5.220923077,1,5.332010989,219.2281172,0.99702381,112.4068352,1,112.3955824,2.75767033,1,2.837351648,48.34697344,1,-1.031666923,1,48.61936923,0.998397538,52.09337802,0.820437582,0.999771209,1.927195385,NA,NA,CH-Dav,TRUE,Fall,-3.02
2005,294.92054,0.954899143,99.104,1,108.498,NA,NA,NA,5.190802198,1,5.62889011,226.7151245,0.988782051,119.2617582,0.995421275,114.2984286,3.263043956,1,3.212604396,NA,NA,-2.346161571,1,33.4315011,0.996566022,39.99381538,7.678712857,0.998626396,9.519794725,NA,NA,CH-Dav,TRUE,Fall,-3.08
2006,280.34699,0.954212703,129.219,1,141.899,NA,NA,NA,7.520241758,1,7.203054945,NA,0,122.2194286,1,115.7048022,4.194703297,1,3.643648352,42.75285256,1,-1.439573407,1,40.35915275,0.995878989,54.18454505,-2.907666593,0.999084505,-1.927320879,NA,NA,CH-Dav,TRUE,Fall,-2.306666667
2007,181.59846,0.968635341,161.667,1,183.57,NA,NA,NA,3.00989011,1,3.962703297,230.0060046,0.993589744,120.522011,0.999542088,120.3587143,2.415230769,1,2.961186813,38.87712981,1,-3.543673846,0.999542088,39.573,0.994276462,46.12411868,2.167463736,0.998855253,3.303080879,28.72259341,0.999771209,CH-Dav,TRUE,Fall,-1.726666667
2008,245.85236,0.970466791,173.615,1,234.675,NA,NA,NA,4.047692308,1,4.856967033,211.3325694,0.99290293,111.9683736,0.999542088,110.3915824,2.45656044,1,2.776582418,32.80494734,1,-2.750571429,0.999771209,40.51714725,0.994047473,44.55590879,-1.570028242,0.997481582,-0.424366923,27.64385714,0.999542088,CH-Dav,TRUE,Fall,-0.263333333
2009,240.94075,0.985805835,115.695,1,198.143,NA,NA,NA,5.454296703,1,5.793538462,227.2050492,0.996108059,116.3276813,1,118.2591209,3.10489011,1,3.149692308,48.36864011,1,2.440281538,1,47.20928571,0.998168615,50.84015824,0.155379846,0.998855582,1.550484593,23.70295604,1,CH-Dav,TRUE,Fall,-1.7
2010,318.01364,0.988095143,150.785,1,233.993,NA,NA,NA,3.52632967,1,3.994043956,216.2672109,0.996794872,112.3767692,0.99793956,115.1342527,2.364450549,1,2.563934066,50.48793903,1,-2.385922967,1,47.27974945,0.998626593,50.62199341,0.776128242,0.998855582,2.561169121,28.31510989,1,CH-Dav,TRUE,Fall,-0.706666667
2011,-4.919096,0.978937604,183.795,1,149.995,NA,NA,NA,6.536120879,1,5.480153846,278.605991,0.900641026,131.0205604,0.996108176,126.1341868,4.057901099,1,3.261373626,39.92755032,1,2.237566264,0,34.04187582,0.995192549,43.85440769,-0.03549389,0.998168352,1.60256289,30.70084615,1,CH-Dav,FALSE,Fall,-2.533333333
2012,290.72614,0.910485341,189.511,1,244.875,NA,NA,NA,5.503934066,1,4.857021978,220.8697886,0.977564103,113.3151099,0.996794945,113.3969451,3.095307692,1,2.566593407,NA,NA,NA,NA,45.83884945,0.934523923,60.49977143,-6.158080879,0.970009044,-5.926004725,33.59424176,0.998855385,CH-Dav,TRUE,Fall,-1.933333333
2013,231.82953,0.988324198,252.501,1,238.595,NA,NA,NA,4.632252747,1,5.013406593,210.9805071,0.958333333,108.4448132,0.998855516,110.409033,2.417351648,1,2.533934066,NA,NA,NA,NA,39.82131099,0.99702367,64.28386703,-2.691410769,0.99793956,-4.202542308,20.93562637,0.999084176,CH-Dav,TRUE,Fall,-0.266666667
2014,331.03202,0.981455967,141.705,1,205.042,NA,NA,NA,6.608505495,1,6.348252747,207.8712397,0.997710623,106.0064835,0.995650132,114.0602857,2.864032967,1,2.685395604,NA,NA,NA,NA,40.06344835,0.991071538,NA,8.343543187,0.999084571,NA,25.90702198,1,CH-Dav,TRUE,Fall,0.746666667
2015,290.14475,0.987637154,188.1,1,171.119,NA,NA,NA,4.943857143,1,5.226362637,225.7134153,1,116.4874835,0.996107967,113.1774945,2.990263736,1,2.890769231,NA,NA,NA,NA,29.00557802,0.99908444,NA,3.715695604,0.999542286,NA,17.09253846,1,CH-Dav,TRUE,Fall,-1.436666667
2016,277.79764,0.952380956,187.199,0.972985495,157.597,NA,NA,NA,4.970725275,1,5.569791209,213.6630058,0.991758242,111.298044,0.99565033,111.4083297,2.724835165,1,2.95,NA,NA,NA,NA,27.98217033,0.986721736,NA,-3.342387253,0.998855253,NA,21.64632967,1,CH-Dav,TRUE,Fall,2.733333333
2017,259.33913,0.98557711,267.506,1,230.707,NA,NA,NA,3.688978022,1,4.166549451,214.7223326,0.993818681,108.3714615,0.997024,114.4732747,2.648956044,1,2.861406593,NA,NA,NA,NA,33.73587912,0.999542154,NA,-7.01523956,0.998626462,NA,21.0729011,1,CH-Dav,TRUE,Fall,-2.2
2018,307.43644,0.981456297,266.318,0.999542154,202.599,NA,NA,NA,6.816461538,1,6.637175824,252.1413875,0.994505495,124.9724396,0.997710505,115.3953956,4.009846154,1,3.318076923,NA,NA,NA,NA,31.80509341,0.998855648,NA,-1.368505714,0.997252989,NA,7.395593407,1,CH-Dav,TRUE,Fall,-3.2
